0, 27, 0, 0.3312, 0.2111, 0.1844, 0.3444
0, 31, 2, 0.7328, 0.2, 0.275, 0.3
0, 43, 3, 0.1875, 0.7667, 0.0812, 0.1444
0, 62, 0, 0.8156, 0.2139, 0.1594, 0.1889
0, 66, 0, 0.1031, 0.3611, 0.0906, 0.1556
0, 84, 2, 0.8703, 0.25, 0.2562, 0.4944
0, 89, 1, 0.4141, 0.1972, 0.1188, 0.2111
0, 118, 0, 0.0109, 0.2, 0.0219, 0.1167
0, 154, 1, 0.8078, 0.6139, 0.1188, 0.2111
0, 183, 3, 0.8078, 0.3444, 0.0781, 0.1389
0, 184, 1, 0.4203, 0.4944, 0.1312, 0.2333
0, 188, 0, 0.0984, 0.6139, 0.1312, 0.2389
0, 207, 1, 0.925, 0.7722, 0.1469, 0.2611
0, 214, 1, 0.6531, 0.9111, 0.0969, 0.1722
0, 219, 1, 0.6406, 0.6417, 0.0938, 0.1667
0, 221, 2, 0.9375, 0.0889, 0.1219, 0.1722
0, 237, 0, 0.2672, 0.2111, 0.2438, 0.4167
0, 248, 1, 0.8875, 0.1972, 0.1094, 0.1944
0, 251, 2, 0.9531, 0.2167, 0.0906, 0.1556
0, 258, 3, 0.4203, 0.0778, 0.0844, 0.15
0, 265, 0, 0.0211, 0.7528, 0.0422, 0.3056
1, 27, 0, 0.375, 0.2111, 0.1844, 0.3444
1, 31, 2, 0.7766, 0.2, 0.275, 0.3
1, 43, 3, 0.2312, 0.7667, 0.0812, 0.1444
1, 62, 0, 0.8594, 0.2139, 0.1594, 0.1889
1, 66, 0, 0.1469, 0.3611, 0.0906, 0.1556
1, 84, 2, 0.893, 0.25, 0.2141, 0.4944
1, 89, 1, 0.4578, 0.1972, 0.1188, 0.2111
1, 118, 0, 0.0328, 0.2, 0.0656, 0.1167
1, 154, 1, 0.8516, 0.6139, 0.1188, 0.2111
1, 183, 3, 0.8516, 0.3444, 0.0781, 0.1389
1, 184, 1, 0.4641, 0.4944, 0.1312, 0.2333
1, 188, 0, 0.1422, 0.6139, 0.1312, 0.2389
1, 207, 1, 0.9477, 0.7722, 0.1047, 0.2611
1, 214, 1, 0.6969, 0.9111, 0.0969, 0.1722
1, 219, 1, 0.6844, 0.6417, 0.0938, 0.1667
1, 221, 2, 0.9602, 0.0889, 0.0797, 0.1722
1, 237, 0, 0.3109, 0.2111, 0.2438, 0.4167
1, 248, 1, 0.9312, 0.1972, 0.1094, 0.1944
1, 251, 2, 0.9758, 0.2167, 0.0484, 0.1556
1, 258, 3, 0.4641, 0.0778, 0.0844, 0.15
1, 265, 0, 0.043, 0.7528, 0.0859, 0.3056
2, 27, 0, 0.4188, 0.2111, 0.1844, 0.3444
2, 31, 2, 0.8203, 0.2, 0.275, 0.3
2, 43, 3, 0.275, 0.7667, 0.0812, 0.1444
2, 62, 0, 0.9031, 0.2139, 0.1594, 0.1889
2, 66, 0, 0.1906, 0.3611, 0.0906, 0.1556
2, 84, 2, 0.9148, 0.25, 0.1703, 0.4944
2, 89, 1, 0.5016, 0.1972, 0.1188, 0.2111
2, 118, 0, 0.0547, 0.2, 0.1094, 0.1167
2, 154, 1, 0.8953, 0.6139, 0.1188, 0.2111
2, 183, 3, 0.8953, 0.3444, 0.0781, 0.1389
2, 184, 1, 0.5078, 0.4944, 0.1312, 0.2333
2, 188, 0, 0.1859, 0.6139, 0.1312, 0.2389
2, 207, 1, 0.9695, 0.7722, 0.0609, 0.2611
2, 214, 1, 0.7406, 0.9111, 0.0969, 0.1722
2, 219, 1, 0.7281, 0.6417, 0.0938, 0.1667
2, 221, 2, 0.982, 0.0889, 0.0359, 0.1722
2, 237, 0, 0.3547, 0.2111, 0.2438, 0.4167
2, 248, 1, 0.9602, 0.1972, 0.0797, 0.1944
2, 251, 2, 0.9977, 0.2167, 0.0047, 0.1556
2, 258, 3, 0.5078, 0.0778, 0.0844, 0.15
2, 265, 0, 0.0648, 0.7528, 0.1297, 0.3056
3, 27, 0, 0.4625, 0.2111, 0.1844, 0.3444
3, 31, 2, 0.8633, 0.2, 0.2734, 0.3
3, 43, 3, 0.3188, 0.7667, 0.0812, 0.1444
3, 62, 0, 0.9336, 0.2139, 0.1328, 0.1889
3, 66, 0, 0.2344, 0.3611, 0.0906, 0.1556
3, 84, 2, 0.9367, 0.25, 0.1266, 0.4944
3, 89, 1, 0.5453, 0.1972, 0.1188, 0.2111
3, 118, 0, 0.0766, 0.2, 0.1531, 0.1167
3, 154, 1, 0.9391, 0.6139, 0.1188, 0.2111
3, 183, 3, 0.9391, 0.3444, 0.0781, 0.1389
3, 184, 1, 0.5516, 0.4944, 0.1312, 0.2333
3, 188, 0, 0.2297, 0.6139, 0.1312, 0.2389
3, 207, 1, 0.9914, 0.7722, 0.0172, 0.2611
3, 214, 1, 0.7844, 0.9111, 0.0969, 0.1722
3, 219, 1, 0.7719, 0.6417, 0.0938, 0.1667
3, 237, 0, 0.3984, 0.2111, 0.2438, 0.4167
3, 248, 1, 0.982, 0.1972, 0.0359, 0.1944
3, 258, 3, 0.5516, 0.0778, 0.0844, 0.15
3, 265, 0, 0.0867, 0.7528, 0.1734, 0.3056
4, 27, 0, 0.5062, 0.2111, 0.1844, 0.3444
4, 31, 2, 0.8852, 0.2, 0.2297, 0.3
4, 43, 3, 0.3625, 0.7667, 0.0812, 0.1444
4, 62, 0, 0.9555, 0.2139, 0.0891, 0.1889
4, 66, 0, 0.2781, 0.3611, 0.0906, 0.1556
4, 84, 2, 0.9586, 0.25, 0.0828, 0.4944
4, 89, 1, 0.5891, 0.1972, 0.1188, 0.2111
4, 118, 0, 0.1172, 0.2, 0.1594, 0.1167
4, 154, 1, 0.9617, 0.6139, 0.0766, 0.2111
4, 183, 3, 0.9719, 0.3444, 0.0562, 0.1389
4, 184, 1, 0.5953, 0.4944, 0.1312, 0.2333
4, 188, 0, 0.2734, 0.6139, 0.1312, 0.2389
4, 214, 1, 0.8281, 0.9111, 0.0969, 0.1722
4, 219, 1, 0.8156, 0.6417, 0.0938, 0.1667
4, 237, 0, 0.4422, 0.2111, 0.2438, 0.4167
4, 258, 3, 0.5953, 0.0778, 0.0844, 0.15
4, 265, 0, 0.1188, 0.7528, 0.1969, 0.3056
5, 27, 0, 0.55, 0.2111, 0.1844, 0.3444
5, 31, 2, 0.907, 0.2, 0.1859, 0.3
5, 43, 3, 0.4062, 0.7667, 0.0812, 0.1444
5, 62, 0, 0.9773, 0.2139, 0.0453, 0.1889
5, 66, 0, 0.3219, 0.3611, 0.0906, 0.1556
5, 84, 2, 0.9805, 0.25, 0.0391, 0.4944
5, 89, 1, 0.6328, 0.1972, 0.1188, 0.2111
5, 118, 0, 0.1609, 0.2, 0.1594, 0.1167
5, 154, 1, 0.9836, 0.6139, 0.0328, 0.2111
5, 183, 3, 0.9938, 0.3444, 0.0125, 0.1389
5, 184, 1, 0.6391, 0.4944, 0.1312, 0.2333
5, 188, 0, 0.3172, 0.6139, 0.1312, 0.2389
5, 214, 1, 0.8719, 0.9111, 0.0969, 0.1722
5, 219, 1, 0.8594, 0.6417, 0.0938, 0.1667
5, 237, 0, 0.4859, 0.2111, 0.2438, 0.4167
5, 258, 3, 0.6391, 0.0778, 0.0844, 0.15
5, 265, 0, 0.1625, 0.7528, 0.1969, 0.3056
6, 27, 0, 0.5938, 0.2111, 0.1844, 0.3444
6, 31, 2, 0.9289, 0.2, 0.1422, 0.3
6, 43, 3, 0.45, 0.7667, 0.0812, 0.1444
6, 62, 0, 0.9992, 0.2139, 0.0016, 0.1889
6, 66, 0, 0.3656, 0.3611, 0.0906, 0.1556
6, 89, 1, 0.6766, 0.1972, 0.1188, 0.2111
6, 118, 0, 0.2047, 0.2, 0.1594, 0.1167
6, 160, 0, 0.0078, 0.8972, 0.0156, 0.1611
6, 184, 1, 0.6828, 0.4944, 0.1312, 0.2333
6, 188, 0, 0.3609, 0.6139, 0.1312, 0.2389
6, 214, 1, 0.9156, 0.9111, 0.0969, 0.1722
6, 219, 1, 0.9031, 0.6417, 0.0938, 0.1667
6, 237, 0, 0.5297, 0.2111, 0.2438, 0.4167
6, 258, 3, 0.6828, 0.0778, 0.0844, 0.15
6, 265, 0, 0.2062, 0.7528, 0.1969, 0.3056
7, 27, 0, 0.6375, 0.2111, 0.1844, 0.3444
7, 31, 2, 0.9508, 0.2, 0.0984, 0.3
7, 43, 3, 0.4938, 0.7667, 0.0812, 0.1444
7, 66, 0, 0.4094, 0.3611, 0.0906, 0.1556
7, 89, 1, 0.7203, 0.1972, 0.1188, 0.2111
7, 118, 0, 0.2484, 0.2, 0.1594, 0.1167
7, 160, 0, 0.0297, 0.8972, 0.0594, 0.1611
7, 184, 1, 0.7266, 0.4944, 0.1312, 0.2333
7, 188, 0, 0.4047, 0.6139, 0.1312, 0.2389
7, 214, 1, 0.9555, 0.9111, 0.0891, 0.1722
7, 219, 1, 0.9469, 0.6417, 0.0938, 0.1667
7, 237, 0, 0.5734, 0.2111, 0.2438, 0.4167
7, 252, 2, 0.0188, 0.5028, 0.0375, 0.2111
7, 258, 3, 0.7266, 0.0778, 0.0844, 0.15
7, 265, 0, 0.25, 0.7528, 0.1969, 0.3056
8, 27, 0, 0.6812, 0.2111, 0.1844, 0.3444
8, 31, 2, 0.9727, 0.2, 0.0547, 0.3
8, 43, 3, 0.5375, 0.7667, 0.0812, 0.1444
8, 60, 1, 0.0172, 0.3528, 0.0344, 0.1722
8, 66, 0, 0.4531, 0.3611, 0.0906, 0.1556
8, 89, 1, 0.7641, 0.1972, 0.1188, 0.2111
8, 118, 0, 0.2922, 0.2, 0.1594, 0.1167
8, 160, 0, 0.0625, 0.8972, 0.0812, 0.1611
8, 184, 1, 0.7703, 0.4944, 0.1312, 0.2333
8, 188, 0, 0.4484, 0.6139, 0.1312, 0.2389
8, 214, 1, 0.9773, 0.9111, 0.0453, 0.1722
8, 219, 1, 0.9719, 0.6417, 0.0562, 0.1667
8, 237, 0, 0.6172, 0.2111, 0.2438, 0.4167
8, 252, 2, 0.0406, 0.5028, 0.0812, 0.2111
8, 258, 3, 0.7703, 0.0778, 0.0844, 0.15
8, 265, 0, 0.2938, 0.7528, 0.1969, 0.3056
9, 27, 0, 0.725, 0.2111, 0.1844, 0.3444
9, 31, 2, 0.9945, 0.2, 0.0109, 0.3
9, 43, 3, 0.5812, 0.7667, 0.0812, 0.1444
9, 60, 1, 0.0391, 0.3528, 0.0781, 0.1722
9, 66, 0, 0.4969, 0.3611, 0.0906, 0.1556
9, 89, 1, 0.8078, 0.1972, 0.1188, 0.2111
9, 118, 0, 0.3359, 0.2, 0.1594, 0.1167
9, 160, 0, 0.1062, 0.8972, 0.0812, 0.1611
9, 184, 1, 0.8141, 0.4944, 0.1312, 0.2333
9, 188, 0, 0.4922, 0.6139, 0.1312, 0.2389
9, 214, 1, 0.9992, 0.9111, 0.0016, 0.1722
9, 219, 1, 0.9938, 0.6417, 0.0125, 0.1667
9, 237, 0, 0.6609, 0.2111, 0.2438, 0.4167
9, 252, 2, 0.0625, 0.5028, 0.125, 0.2111
9, 258, 3, 0.8141, 0.0778, 0.0844, 0.15
9, 265, 0, 0.3375, 0.7528, 0.1969, 0.3056
10, 27, 0, 0.7688, 0.2111, 0.1844, 0.3444
10, 43, 3, 0.625, 0.7667, 0.0812, 0.1444
10, 60, 1, 0.0734, 0.3528, 0.0969, 0.1722
10, 66, 0, 0.5406, 0.3611, 0.0906, 0.1556
10, 89, 1, 0.8516, 0.1972, 0.1188, 0.2111
10, 118, 0, 0.3797, 0.2, 0.1594, 0.1167
